Opportunity ID,Company Name,ARR,Stage,Win/Loss,Sales Rep,Industry,Deal Size,Days in Stage,Objection Category,Product Adoption Score,Customer Health Score,Renewal Probability
OPP-0220,Paragon Systems,500000,Proposal,Open,Casey Park,RetailTech,Enterprise,26,No Objection,54,57,73.7
OPP-0221,Summit Digital,130000,Qualification,Open,Riley Scott,HR Tech,Mid-Market,40,Security Concerns,29,50,37.4
OPP-0222,Harbor Analytics,100000,Closed Won,Won,Jordan Blake,Manufacturing,Mid-Market,0,ROI Justification,58,84,69.5
OPP-0223,Ascend Systems,590000,Qualification,Open,Dana Kim,FinTech,Enterprise,19,Security Concerns,11,61,18.2
OPP-0224,Latitude Tech,10000,Prospecting,Open,Riley Scott,MarTech,SMB,9,Security Concerns,12,36,60.3
OPP-0225,Vela Systems,80000,Discovery,Open,Morgan Lee,PropTech,Mid-Market,24,ROI Justification,10,50,51.7
OPP-0226,WestEdge Cloud,20000,Proposal,Open,Morgan Lee,DevTools,SMB,53,Stakeholder Alignment,52,58,70.3
OPP-0227,Synergy Data,21000,Closed Lost,Lost,Jordan Blake,FinTech,SMB,2,ROI Justification,11,35,10.9
OPP-0228,Frontier Systems,65000,Prospecting,Open,Jamie Wu,DevTools,Mid-Market,4,No Objection,1,52,43.8
OPP-0229,Bastion AI,590000,Proposal,Open,Casey Park,HR Tech,Enterprise,61,ROI Justification,15,51,42.0
OPP-0230,Trident Analytics,65000,Closed Won,Won,Priya Nair,Real Estate Tech,Mid-Market,0,No Objection,62,65,62.4
OPP-0231,Torch AI,15000,Qualification,Open,Jordan Blake,FinTech,SMB,42,No Objection,26,52,47.9
OPP-0232,Solstice Software,750000,Closed Won,Won,Jordan Blake,PropTech,Enterprise,1,Pricing,81,65,67.2
OPP-0233,Crosspoint AI,740000,Qualification,Open,Jordan Blake,Legal Tech,Enterprise,35,No Objection,36,40,21.9
OPP-0234,Millstone Tech,90000,Prospecting,Open,Priya Nair,PropTech,Mid-Market,8,Budget Freeze,12,46,28.2
OPP-0235,Clearview AI,420000,Discovery,Open,Marcus Rivera,Legal Tech,Enterprise,12,No Objection,21,45,20.2
OPP-0236,Delta Metrics,600000,Negotiation,Open,Morgan Lee,DevTools,Enterprise,36,Budget Freeze,41,60,56.4
OPP-0237,Spire Analytics,150000,Qualification,Open,Riley Scott,Logistics,Mid-Market,32,Competitor Preference,21,47,41.2
OPP-0238,Hillcrest Software,410000,Discovery,Open,Riley Scott,PropTech,Enterprise,18,No Objection,15,47,34.3
OPP-0239,Veritas AI,35000,Closed Lost,Lost,Sam Torres,Cybersecurity,SMB,4,Pricing,5,29,21.4
OPP-0240,NorthStar Data,80000,Closed Lost,Lost,Sam Torres,RetailTech,Mid-Market,1,ROI Justification,16,33,18.3
OPP-0241,Lakefront Tech,55000,Proposal,Open,Riley Scott,Legal Tech,Mid-Market,18,Stakeholder Alignment,34,59,60.1
OPP-0242,Orbit Software,115000,Prospecting,Open,Priya Nair,Legal Tech,Mid-Market,14,ROI Justification,13,53,52.5
OPP-0243,Apexion Systems,90000,Closed Lost,Lost,Alex Chen,FinTech,Mid-Market,0,Feature Gap,31,24,7.2
OPP-0244,Oceanside Software,420000,Qualification,Open,Jordan Blake,MarTech,Enterprise,45,Contract Terms,18,71,33.5
OPP-0245,Ridgeline Cloud,370000,Discovery,Open,Marcus Rivera,MarTech,Enterprise,22,No Objection,29,35,35.2
OPP-0246,NetForge AI,19000,Proposal,Open,Riley Scott,FinTech,SMB,32,Security Concerns,31,47,46.8
OPP-0247,Beacon Cloud,32000,Qualification,Open,Morgan Lee,Real Estate Tech,SMB,41,Budget Freeze,40,70,46.7
OPP-0248,Radiant Data,36000,Proposal,Open,Morgan Lee,HR Tech,SMB,11,Budget Freeze,28,49,60.1
OPP-0249,Ironclad Systems,65000,Qualification,Open,Riley Scott,Legal Tech,Mid-Market,45,Stakeholder Alignment,21,55,21.7
OPP-0250,Flagstone Analytics,500000,Closed Won,Won,Sam Torres,EdTech,Enterprise,4,Budget Freeze,63,94,81.5
OPP-0251,Vertex Systems,120000,Proposal,Open,Priya Nair,DevTools,Mid-Market,53,Budget Freeze,50,45,62.2
OPP-0252,Pathfinder Systems,120000,Discovery,Open,Priya Nair,Manufacturing,Mid-Market,16,Pricing,15,43,28.5
OPP-0253,Pinnacle Cloud,22000,Closed Won,Won,Sam Torres,PropTech,SMB,2,No Objection,77,73,71.5
OPP-0254,Prism Platforms,18000,Prospecting,Open,Riley Scott,HR Tech,SMB,6,Feature Gap,20,54,19.0
OPP-0255,Keystone SaaS,430000,Proposal,Open,Jamie Wu,EdTech,Enterprise,58,Pricing,26,60,64.8
OPP-0256,Shoreline Systems,110000,Negotiation,Open,Priya Nair,Real Estate Tech,Mid-Market,40,Pricing,45,79,76.9
OPP-0257,Solara AI,690000,Proposal,Open,Sam Torres,Real Estate Tech,Enterprise,63,Security Concerns,26,46,50.6
OPP-0258,Lynx Systems,36000,Qualification,Open,Alex Chen,Insurance Tech,SMB,27,Competitor Preference,15,51,24.9
OPP-0259,Axiom Software,140000,Proposal,Open,Casey Park,Legal Tech,Mid-Market,58,Timing,26,69,59.7
OPP-0260,Groundwork Systems,720000,Qualification,Open,Jordan Blake,MarTech,Enterprise,21,Pricing,19,47,62.8
OPP-0261,Ironclad Cloud,280000,Prospecting,Open,Morgan Lee,Insurance Tech,Enterprise,12,No Objection,27,41,48.2
OPP-0262,Pillar Systems,560000,Closed Won,Won,Casey Park,Logistics,Enterprise,1,No Objection,88,71,81.8
OPP-0263,Matrix Dynamics,17000,Qualification,Open,Sam Torres,Real Estate Tech,SMB,29,Stakeholder Alignment,15,46,41.3
OPP-0264,Corex Platforms,40000,Discovery,Open,Marcus Rivera,RetailTech,SMB,6,Competitor Preference,19,39,34.2
OPP-0265,Forefront Cloud,37000,Proposal,Open,Alex Chen,E-Commerce,SMB,20,Feature Gap,52,57,61.2
OPP-0266,Horizon Cloud,23000,Discovery,Open,Dana Kim,RetailTech,SMB,26,No Objection,18,50,32.9
OPP-0267,Drift Analytics,540000,Discovery,Open,Casey Park,DevTools,Enterprise,8,Security Concerns,21,47,56.9
OPP-0268,Crest Analytics,150000,Discovery,Open,Jamie Wu,PropTech,Mid-Market,6,Contract Terms,19,40,16.5
OPP-0269,Astral Software,85000,Qualification,Open,Dana Kim,Cybersecurity,Mid-Market,20,Contract Terms,25,36,30.2
OPP-0270,Velocity AI,160000,Closed Lost,Lost,Alex Chen,EdTech,Mid-Market,6,Timing,31,24,18.8
OPP-0271,Celer Platforms,21000,Qualification,Open,Sam Torres,HR Tech,SMB,43,Budget Freeze,28,54,18.6
OPP-0272,Contour Analytics,310000,Qualification,Open,Jordan Blake,DevTools,Enterprise,18,Stakeholder Alignment,37,65,63.5
OPP-0273,Helix Software,100000,Proposal,Open,Casey Park,Real Estate Tech,Mid-Market,36,Competitor Preference,33,43,52.5
OPP-0274,Relay Systems,40000,Qualification,Open,Morgan Lee,HealthTech,SMB,18,Budget Freeze,27,36,29.1
OPP-0275,Scout Analytics,185000,Discovery,Open,Alex Chen,HR Tech,Mid-Market,5,No Objection,31,60,15.3
OPP-0276,Nimble Tech,85000,Closed Won,Won,Marcus Rivera,E-Commerce,Mid-Market,2,Pricing,89,92,85.0
OPP-0277,Polaris Data,75000,Discovery,Open,Jamie Wu,FinTech,Mid-Market,6,Stakeholder Alignment,9,47,27.0
OPP-0278,Keystone Cloud,690000,Discovery,Open,Sam Torres,Legal Tech,Enterprise,6,Budget Freeze,19,34,59.0
OPP-0279,Cascade Technologies,380000,Qualification,Open,Casey Park,Cybersecurity,Enterprise,27,Pricing,10,60,20.8
OPP-0280,Equinox Cloud,280000,Qualification,Open,Dana Kim,HR Tech,Enterprise,29,ROI Justification,38,66,32.2
OPP-0281,Nucleus Software,105000,Qualification,Open,Sam Torres,HealthTech,Mid-Market,22,ROI Justification,27,40,34.7
OPP-0282,Stratos AI,19000,Discovery,Open,Casey Park,Insurance Tech,SMB,27,Pricing,9,66,36.8
OPP-0283,Irongate Software,65000,Negotiation,Open,Dana Kim,RetailTech,Mid-Market,92,ROI Justification,52,62,63.4
OPP-0284,Grid Dynamics,115000,Qualification,Open,Alex Chen,EdTech,Mid-Market,37,Stakeholder Alignment,31,41,56.7
OPP-0285,Mosaic Tech,105000,Closed Won,Won,Morgan Lee,Cybersecurity,Mid-Market,1,No Objection,86,79,76.4
OPP-0286,TrueNorth AI,21000,Proposal,Open,Jordan Blake,Insurance Tech,SMB,23,Stakeholder Alignment,21,48,40.6
OPP-0287,Hallmark Software,490000,Closed Won,Won,Jamie Wu,Real Estate Tech,Enterprise,3,No Objection,84,99,88.2
OPP-0288,Fulcrum Systems,450000,Proposal,Open,Priya Nair,DevTools,Enterprise,18,Feature Gap,17,49,46.4
OPP-0289,Platform9 Inc,75000,Proposal,Open,Alex Chen,DevTools,Mid-Market,21,No Objection,45,49,67.8
OPP-0290,Cloudgate Software,100000,Negotiation,Open,Alex Chen,Legal Tech,Mid-Market,38,ROI Justification,25,52,47.0
OPP-0291,TerraLogic,490000,Qualification,Open,Morgan Lee,E-Commerce,Enterprise,30,Security Concerns,21,57,47.3
OPP-0292,Lodestar AI,16000,Closed Won,Won,Riley Scott,Cybersecurity,SMB,0,Timing,73,95,87.2
OPP-0293,Uplink AI,660000,Qualification,Open,Morgan Lee,Legal Tech,Enterprise,24,Budget Freeze,23,58,45.1
OPP-0294,Highpoint Tech,13000,Proposal,Open,Riley Scott,Manufacturing,SMB,16,ROI Justification,29,48,55.4
OPP-0295,Deepwater Analytics,26000,Qualification,Open,Jordan Blake,MarTech,SMB,44,Pricing,24,47,40.3
OPP-0296,Flux Platforms,115000,Negotiation,Open,Jamie Wu,Insurance Tech,Mid-Market,47,Feature Gap,56,77,73.9
OPP-0297,Brightpath Software,340000,Proposal,Open,Priya Nair,DevTools,Enterprise,46,Competitor Preference,14,61,48.5
OPP-0298,Lumen Cloud,32000,Qualification,Open,Dana Kim,MarTech,SMB,30,Stakeholder Alignment,35,67,59.3
OPP-0299,Crest Cloud,115000,Proposal,Open,Jamie Wu,FinTech,Mid-Market,56,Contract Terms,33,44,43.0
OPP-0300,Brookside AI,70000,Proposal,Open,Morgan Lee,Real Estate Tech,Mid-Market,55,Budget Freeze,54,58,62.4
OPP-0301,Relay Platforms,12000,Negotiation,Open,Jamie Wu,HR Tech,SMB,78,Contract Terms,36,55,54.1
OPP-0302,Skymark Cloud,29000,Discovery,Open,Casey Park,RetailTech,SMB,18,ROI Justification,15,39,53.1
OPP-0303,Pinnacle Data,270000,Closed Won,Won,Morgan Lee,Real Estate Tech,Enterprise,3,No Objection,73,99,86.4
OPP-0304,Conduit Software,90000,Discovery,Open,Priya Nair,HealthTech,Mid-Market,18,No Objection,13,37,61.9
OPP-0305,Vortex Tech,120000,Proposal,Open,Priya Nair,HR Tech,Mid-Market,25,Budget Freeze,52,59,74.1
OPP-0306,Overture Tech,34000,Prospecting,Open,Sam Torres,Real Estate Tech,SMB,13,Timing,30,52,45.4
OPP-0307,Archway Tech,23000,Prospecting,Open,Casey Park,FinTech,SMB,15,ROI Justification,27,42,55.8
OPP-0308,Cliffside AI,22000,Discovery,Open,Riley Scott,HR Tech,SMB,16,Feature Gap,19,55,36.5
OPP-0309,Nimbus Tech,65000,Qualification,Open,Jamie Wu,E-Commerce,Mid-Market,20,Feature Gap,16,60,20.8
OPP-0310,Zenith Cloud,500000,Proposal,Open,Riley Scott,Legal Tech,Enterprise,26,Budget Freeze,49,76,64.6
OPP-0311,Coda Analytics,38000,Discovery,Open,Jordan Blake,MarTech,SMB,24,Feature Gap,24,42,30.0
OPP-0312,Capstone Software,100000,Prospecting,Open,Marcus Rivera,Cybersecurity,Mid-Market,10,Budget Freeze,15,44,55.3
OPP-0313,Ember Technologies,140000,Proposal,Open,Priya Nair,E-Commerce,Mid-Market,25,No Objection,33,68,58.1
OPP-0314,Centric Platforms,31000,Qualification,Open,Priya Nair,HealthTech,SMB,43,Feature Gap,29,46,24.7
OPP-0315,Canopy Software,37000,Discovery,Open,Casey Park,PropTech,SMB,7,Security Concerns,27,60,21.9
OPP-0316,Lumina Analytics,55000,Qualification,Open,Alex Chen,Logistics,Mid-Market,34,Competitor Preference,23,42,22.0
OPP-0317,Valleyforge Cloud,13000,Negotiation,Open,Jordan Blake,Legal Tech,SMB,38,Pricing,36,53,47.4
OPP-0318,Arclight Solutions,320000,Qualification,Open,Riley Scott,MarTech,Enterprise,30,Pricing,28,60,40.8
OPP-0319,Meridian Software,60000,Negotiation,Open,Priya Nair,PropTech,Mid-Market,58,Pricing,27,56,48.1
OPP-0320,Hardline Software,720000,Prospecting,Open,Casey Park,Insurance Tech,Enterprise,16,Pricing,15,50,52.8
OPP-0321,Ridge Systems,23000,Prospecting,Open,Marcus Rivera,Real Estate Tech,SMB,8,Competitor Preference,17,41,44.6
OPP-0322,Netcrest Analytics,22000,Proposal,Open,Priya Nair,PropTech,SMB,56,Stakeholder Alignment,53,61,65.8
OPP-0323,Flatrock Cloud,60000,Discovery,Open,Priya Nair,Real Estate Tech,Mid-Market,11,No Objection,30,37,49.7
OPP-0324,NovaTech Solutions,75000,Qualification,Open,Morgan Lee,HealthTech,Mid-Market,41,Budget Freeze,40,62,53.4
OPP-0325,Quantum Leap Inc,21000,Proposal,Open,Jordan Blake,Real Estate Tech,SMB,56,Stakeholder Alignment,46,67,68.6
OPP-0326,Nexus Platforms,100000,Discovery,Open,Morgan Lee,HR Tech,Mid-Market,15,Feature Gap,6,38,62.1
OPP-0327,Luminary Data,34000,Proposal,Open,Marcus Rivera,MarTech,SMB,22,Timing,48,58,72.3
OPP-0328,Cobalt Systems,165000,Qualification,Open,Jamie Wu,DevTools,Mid-Market,20,Timing,10,51,48.3
OPP-0329,Dockside AI,460000,Qualification,Open,Riley Scott,Manufacturing,Enterprise,21,No Objection,36,45,22.0
OPP-0330,Momentum Cloud,690000,Qualification,Open,Sam Torres,HR Tech,Enterprise,24,Contract Terms,14,59,33.8
OPP-0331,Sagelink Analytics,120000,Prospecting,Open,Morgan Lee,Manufacturing,Mid-Market,18,Competitor Preference,11,38,58.3
OPP-0332,Eclipse Software,790000,Closed Won,Won,Morgan Lee,Insurance Tech,Enterprise,4,No Objection,70,67,69.0
OPP-0333,Momentum AI,60000,Discovery,Open,Marcus Rivera,HR Tech,Mid-Market,29,Security Concerns,18,50,24.9
OPP-0334,Orion Ventures,27000,Negotiation,Open,Morgan Lee,Manufacturing,SMB,72,Security Concerns,59,53,65.1
OPP-0335,Compass Cloud,60000,Proposal,Open,Morgan Lee,MarTech,Mid-Market,63,Stakeholder Alignment,44,65,66.3
OPP-0336,Synapse AI,130000,Discovery,Open,Casey Park,Manufacturing,Mid-Market,14,Feature Gap,33,39,43.8
OPP-0337,Rampart Cloud,85000,Prospecting,Open,Casey Park,Legal Tech,Mid-Market,14,Pricing,23,56,16.9
OPP-0338,Highlands Data,350000,Prospecting,Open,Morgan Lee,Manufacturing,Enterprise,8,No Objection,13,40,30.5
OPP-0339,Vanguard Data,460000,Prospecting,Open,Casey Park,RetailTech,Enterprise,2,No Objection,14,48,58.1
OPP-0340,Folio Data,350000,Qualification,Open,Alex Chen,Insurance Tech,Enterprise,8,Pricing,33,58,34.3
OPP-0341,Signal Tech,135000,Closed Lost,Lost,Casey Park,Manufacturing,Mid-Market,5,Security Concerns,31,13,15.7
OPP-0342,Cornerstone Data,26000,Closed Won,Won,Alex Chen,Real Estate Tech,SMB,1,No Objection,61,80,74.8
OPP-0343,Vantage Analytics,60000,Prospecting,Open,Casey Park,E-Commerce,Mid-Market,8,Stakeholder Alignment,12,51,44.2
OPP-0344,Clearstep Analytics,24000,Prospecting,Open,Casey Park,RetailTech,SMB,12,Stakeholder Alignment,7,47,54.0
OPP-0345,Streamline Analytics,530000,Negotiation,Open,Sam Torres,Insurance Tech,Enterprise,40,Pricing,43,48,66.4
OPP-0346,Elevate Tech,460000,Discovery,Open,Marcus Rivera,MarTech,Enterprise,7,Budget Freeze,12,39,54.3
OPP-0347,Greenfield Tech,490000,Qualification,Open,Alex Chen,Real Estate Tech,Enterprise,19,Security Concerns,20,43,36.3
OPP-0348,Pulse Platforms,440000,Discovery,Open,Morgan Lee,RetailTech,Enterprise,24,Budget Freeze,11,51,48.8
OPP-0349,HighRidge Tech,70000,Closed Won,Won,Casey Park,RetailTech,Mid-Market,4,No Objection,59,72,70.1
OPP-0350,Tidal Software,20000,Qualification,Open,Jamie Wu,PropTech,SMB,44,Feature Gap,25,65,58.0
OPP-0351,Bedrock Platforms,300000,Proposal,Open,Casey Park,Manufacturing,Enterprise,27,Budget Freeze,15,52,58.1
OPP-0352,Traverse Analytics,27000,Qualification,Open,Casey Park,PropTech,SMB,33,Stakeholder Alignment,36,65,55.6
OPP-0353,Ironbridge AI,20000,Discovery,Open,Jordan Blake,FinTech,SMB,8,Feature Gap,28,41,45.4
OPP-0354,Citadel Cloud,380000,Discovery,Open,Casey Park,HR Tech,Enterprise,4,Timing,14,56,49.4
OPP-0355,Echo Cloud,320000,Qualification,Open,Sam Torres,FinTech,Enterprise,8,Feature Gap,32,45,44.5
OPP-0356,Meadowpoint Systems,550000,Negotiation,Open,Dana Kim,Manufacturing,Enterprise,79,ROI Justification,37,59,56.3
OPP-0357,Sterling Systems,135000,Qualification,Open,Casey Park,E-Commerce,Mid-Market,18,Pricing,16,44,17.1
OPP-0358,Rivergate Tech,490000,Qualification,Open,Priya Nair,DevTools,Enterprise,27,Feature Gap,10,58,18.0
OPP-0359,Praxis Platforms,120000,Discovery,Open,Alex Chen,MarTech,Mid-Market,15,Competitor Preference,17,45,31.8
OPP-0360,Fieldstone AI,20000,Proposal,Open,Morgan Lee,Cybersecurity,SMB,46,Security Concerns,41,57,70.3
OPP-0361,Stronghold Tech,60000,Closed Won,Won,Dana Kim,Cybersecurity,Mid-Market,4,Pricing,94,67,78.0
OPP-0362,Fortis Tech,90000,Proposal,Open,Jamie Wu,Insurance Tech,Mid-Market,31,ROI Justification,38,63,63.9
OPP-0363,Radian Tech,16000,Negotiation,Open,Riley Scott,Logistics,SMB,42,Pricing,24,74,65.1
OPP-0364,Stellar Operations,130000,Discovery,Open,Morgan Lee,HR Tech,Mid-Market,29,Security Concerns,29,46,26.3
OPP-0365,Anchor Analytics,400000,Proposal,Open,Alex Chen,FinTech,Enterprise,22,No Objection,27,46,57.0
OPP-0366,Apex Dynamics,230000,Qualification,Open,Marcus Rivera,Legal Tech,Enterprise,23,Contract Terms,13,41,26.2
OPP-0367,Titan Software,85000,Closed Won,Won,Morgan Lee,MarTech,Mid-Market,0,No Objection,66,84,75.7
OPP-0368,BlueRidge SaaS,260000,Proposal,Open,Morgan Lee,Real Estate Tech,Enterprise,64,Pricing,41,81,70.4
OPP-0369,CoreLogic Pro,670000,Discovery,Open,Casey Park,Insurance Tech,Enterprise,13,Budget Freeze,31,59,39.2
OPP-0370,Verilink Data,19000,Qualification,Open,Casey Park,HR Tech,SMB,25,ROI Justification,20,41,63.9
OPP-0371,Paragon Systems,65000,Closed Won,Won,Morgan Lee,FinTech,Mid-Market,0,Feature Gap,77,84,80.6
OPP-0372,Summit Digital,450000,Proposal,Open,Dana Kim,Manufacturing,Enterprise,13,Competitor Preference,46,47,63.3
OPP-0373,Harbor Analytics,65000,Qualification,Open,Jamie Wu,Logistics,Mid-Market,11,Contract Terms,17,60,32.1
OPP-0374,Ascend Systems,22000,Closed Won,Won,Jamie Wu,Insurance Tech,SMB,2,No Objection,69,99,87.2
OPP-0375,Latitude Tech,690000,Qualification,Open,Jamie Wu,Real Estate Tech,Enterprise,27,Security Concerns,20,46,21.9
OPP-0376,Vela Systems,410000,Qualification,Open,Alex Chen,MarTech,Enterprise,21,Contract Terms,35,59,19.5
OPP-0377,WestEdge Cloud,33000,Negotiation,Open,Marcus Rivera,HealthTech,SMB,62,ROI Justification,62,75,66.8
OPP-0378,Synergy Data,15000,Negotiation,Open,Morgan Lee,Cybersecurity,SMB,44,ROI Justification,68,57,62.5
OPP-0379,Frontier Systems,390000,Discovery,Open,Casey Park,Logistics,Enterprise,4,No Objection,25,52,54.1
OPP-0380,Bastion AI,590000,Discovery,Open,Dana Kim,RetailTech,Enterprise,19,No Objection,28,52,46.0
OPP-0381,Trident Analytics,460000,Negotiation,Open,Dana Kim,Logistics,Enterprise,91,Contract Terms,46,83,83.2
OPP-0382,Torch AI,95000,Negotiation,Open,Jamie Wu,HealthTech,Mid-Market,37,Competitor Preference,35,64,53.8
OPP-0383,Solstice Software,510000,Discovery,Open,Jordan Blake,DevTools,Enterprise,31,Competitor Preference,27,46,45.4
OPP-0384,Crosspoint AI,19000,Closed Lost,Lost,Marcus Rivera,Logistics,SMB,3,Budget Freeze,26,51,17.2
OPP-0385,Millstone Tech,110000,Closed Lost,Lost,Alex Chen,E-Commerce,Mid-Market,5,Pricing,48,17,21.4
OPP-0386,Clearview AI,42000,Qualification,Open,Marcus Rivera,Insurance Tech,SMB,32,Competitor Preference,25,57,64.8
OPP-0387,Delta Metrics,55000,Proposal,Open,Priya Nair,FinTech,Mid-Market,36,Stakeholder Alignment,22,44,57.7
OPP-0388,Spire Analytics,260000,Prospecting,Open,Sam Torres,Logistics,Enterprise,18,ROI Justification,5,45,27.8
OPP-0389,Hillcrest Software,19000,Prospecting,Open,Casey Park,MarTech,SMB,18,Security Concerns,6,56,58.6
OPP-0390,Veritas AI,27000,Discovery,Open,Marcus Rivera,Real Estate Tech,SMB,26,Stakeholder Alignment,25,53,21.1
OPP-0391,NorthStar Data,12000,Discovery,Open,Marcus Rivera,EdTech,SMB,32,Pricing,12,46,26.6
OPP-0392,Lakefront Tech,19000,Prospecting,Open,Jordan Blake,Manufacturing,SMB,17,Budget Freeze,9,34,28.0
OPP-0393,Orbit Software,430000,Discovery,Open,Morgan Lee,DevTools,Enterprise,12,Contract Terms,14,47,28.4
OPP-0394,Apexion Systems,95000,Proposal,Open,Riley Scott,Insurance Tech,Mid-Market,65,ROI Justification,39,53,50.0
OPP-0395,Oceanside Software,85000,Proposal,Open,Riley Scott,EdTech,Mid-Market,31,ROI Justification,55,58,67.0
OPP-0396,Ridgeline Cloud,370000,Closed Won,Won,Morgan Lee,Manufacturing,Enterprise,3,No Objection,65,80,71.8
OPP-0397,NetForge AI,95000,Closed Won,Won,Casey Park,Cybersecurity,Mid-Market,2,No Objection,88,77,84.1
OPP-0398,Beacon Cloud,100000,Prospecting,Open,Alex Chen,Cybersecurity,Mid-Market,1,ROI Justification,16,47,32.1
OPP-0399,Radiant Data,530000,Qualification,Open,Marcus Rivera,HealthTech,Enterprise,34,ROI Justification,31,50,32.0
OPP-0400,Ironclad Systems,24000,Qualification,Open,Priya Nair,Insurance Tech,SMB,24,Contract Terms,23,41,42.9
OPP-0401,Flagstone Analytics,33000,Qualification,Open,Sam Torres,Logistics,SMB,25,ROI Justification,32,67,58.2
OPP-0402,Vertex Systems,240000,Negotiation,Open,Alex Chen,Real Estate Tech,Enterprise,37,Security Concerns,31,67,58.5
OPP-0403,Pathfinder Systems,125000,Discovery,Open,Morgan Lee,FinTech,Mid-Market,11,Budget Freeze,16,35,47.0
OPP-0404,Pinnacle Cloud,175000,Negotiation,Open,Jordan Blake,Logistics,Mid-Market,55,Contract Terms,51,55,71.2
OPP-0405,Prism Platforms,470000,Negotiation,Open,Jamie Wu,Insurance Tech,Enterprise,40,Security Concerns,19,67,60.9
OPP-0406,Keystone SaaS,150000,Discovery,Open,Jordan Blake,MarTech,Mid-Market,18,No Objection,12,51,37.0
OPP-0407,Shoreline Systems,35000,Discovery,Open,Priya Nair,Insurance Tech,SMB,25,Security Concerns,13,53,19.1
OPP-0408,Solara AI,330000,Qualification,Open,Marcus Rivera,EdTech,Enterprise,27,No Objection,13,51,29.8
OPP-0409,Lynx Systems,440000,Proposal,Open,Jordan Blake,Manufacturing,Enterprise,37,No Objection,20,57,45.8
OPP-0410,Axiom Software,150000,Prospecting,Open,Riley Scott,HealthTech,Mid-Market,8,Pricing,18,33,32.6
OPP-0411,Groundwork Systems,250000,Proposal,Open,Marcus Rivera,Real Estate Tech,Enterprise,16,Feature Gap,50,76,71.6
OPP-0412,Ironclad Cloud,120000,Closed Won,Won,Marcus Rivera,FinTech,Mid-Market,4,Pricing,83,92,93.6
OPP-0413,Pillar Systems,430000,Closed Lost,Lost,Alex Chen,Cybersecurity,Enterprise,8,Feature Gap,36,38,7.5
OPP-0414,Matrix Dynamics,26000,Prospecting,Open,Alex Chen,Legal Tech,SMB,5,Feature Gap,14,27,61.0
OPP-0415,Corex Platforms,850000,Prospecting,Open,Priya Nair,FinTech,Enterprise,17,No Objection,6,48,28.7
OPP-0416,Forefront Cloud,22000,Prospecting,Open,Morgan Lee,RetailTech,SMB,7,No Objection,24,41,22.3
OPP-0417,Horizon Cloud,310000,Proposal,Open,Sam Torres,Logistics,Enterprise,61,Budget Freeze,20,62,54.9
OPP-0418,Drift Analytics,14000,Closed Won,Won,Priya Nair,HR Tech,SMB,0,No Objection,66,78,72.4
OPP-0419,Crest Analytics,390000,Proposal,Open,Alex Chen,HealthTech,Enterprise,60,Pricing,29,66,59.7
OPP-0420,Astral Software,110000,Closed Won,Won,Jordan Blake,Insurance Tech,Mid-Market,4,No Objection,89,69,81.0
OPP-0421,Velocity AI,450000,Prospecting,Open,Alex Chen,EdTech,Enterprise,12,Competitor Preference,15,62,24.9
OPP-0422,Celer Platforms,590000,Closed Won,Won,Dana Kim,E-Commerce,Enterprise,3,No Objection,75,76,76.9
OPP-0423,Contour Analytics,155000,Discovery,Open,Alex Chen,HR Tech,Mid-Market,17,Contract Terms,8,49,54.6
OPP-0424,Helix Software,410000,Proposal,Open,Marcus Rivera,HealthTech,Enterprise,10,Security Concerns,48,77,75.9
OPP-0425,Relay Systems,20000,Closed Won,Won,Priya Nair,HR Tech,SMB,4,Contract Terms,74,68,66.4
OPP-0426,Scout Analytics,60000,Negotiation,Open,Riley Scott,Logistics,Mid-Market,18,Competitor Preference,34,84,67.6
OPP-0427,Nimble Tech,100000,Proposal,Open,Sam Torres,Legal Tech,Mid-Market,38,Pricing,23,70,53.6
OPP-0428,Polaris Data,400000,Qualification,Open,Casey Park,MarTech,Enterprise,25,Budget Freeze,27,50,55.7
OPP-0429,Keystone Cloud,140000,Closed Lost,Lost,Riley Scott,Insurance Tech,Mid-Market,8,ROI Justification,19,39,15.1
OPP-0430,Cascade Technologies,100000,Proposal,Open,Sam Torres,Real Estate Tech,Mid-Market,18,Budget Freeze,25,61,62.1
OPP-0431,Equinox Cloud,21000,Qualification,Open,Dana Kim,Manufacturing,SMB,10,Timing,30,53,33.3
OPP-0432,Nucleus Software,130000,Negotiation,Open,Priya Nair,E-Commerce,Mid-Market,82,Pricing,48,63,61.4
OPP-0433,Stratos AI,450000,Qualification,Open,Sam Torres,EdTech,Enterprise,17,No Objection,10,58,37.3
OPP-0434,Irongate Software,380000,Qualification,Open,Morgan Lee,HealthTech,Enterprise,42,No Objection,25,62,28.3
OPP-0435,Grid Dynamics,75000,Closed Won,Won,Jordan Blake,Logistics,Mid-Market,3,No Objection,77,67,69.9
OPP-0436,Mosaic Tech,540000,Prospecting,Open,Morgan Lee,E-Commerce,Enterprise,13,Competitor Preference,12,32,27.9
OPP-0437,TrueNorth AI,430000,Proposal,Open,Marcus Rivera,Real Estate Tech,Enterprise,21,Competitor Preference,41,46,60.1
OPP-0438,Hallmark Software,85000,Qualification,Open,Alex Chen,MarTech,Mid-Market,12,Stakeholder Alignment,23,47,63.4
OPP-0439,Fulcrum Systems,65000,Closed Won,Won,Morgan Lee,HR Tech,Mid-Market,2,No Objection,60,80,66.1
